GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALU3E001,ALU3E002,ALU3E003,ALU3E004,ALU3E005,ALU3E006,ALU3E007,ALU3E008,ALU3E009,ALU3E010,ALU3E011,ALU3E012,ALU3E013,NAME_M,ALU3M001,ALU3M002,ALU3M003,ALU3M004,ALU3M005,ALU3M006,ALU3M007,ALU3M008,ALU3M009,ALU3M010,ALU3M011,ALU3M012,ALU3M013
"G0201850","2015-2019","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185",,,"North Slope Borough, Alaska",5227,1239,3130,455,190,112,1,81,5,0,12,2,0,"North Slope Borough, Alaska",173,226,304,144,81,55,2,44,11,13,15,6,13
"G0201880","2015-2019","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188",,,"Northwest Arctic Borough, Alaska",2363,897,1068,283,66,13,6,7,0,0,7,14,2,"Northwest Arctic Borough, Alaska",124,120,124,56,29,9,7,7,13,13,7,22,3
"G0201950","2015-2019","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195",,,"Petersburg Borough, Alaska",1502,478,678,164,51,24,0,28,3,7,59,4,6,"Petersburg Borough, Alaska",135,67,121,58,17,12,9,26,4,7,52,4,5
"G0201980","2015-2019","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198",,,"Prince of Wales-Hyder Census Area, Alaska",2496,934,664,237,158,100,40,67,13,8,68,129,78,"Prince of Wales-Hyder Census Area, Alaska",138,102,87,48,38,28,20,33,12,8,27,47,27
"G0202200","2015-2019","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220",,,"Sitka City and Borough, Alaska",4449,872,1473,1215,500,157,49,50,9,18,35,21,50,"Sitka City and Borough, Alaska",145,147,179,149,118,74,28,26,10,18,24,31,34
"G0202300","2015-2019","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",696,278,298,84,12,11,0,0,0,4,7,2,0,"Skagway Municipality, Alaska",114,57,69,23,6,8,9,9,9,4,5,2,9
"G0202400","2015-2019","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",2479,338,581,534,405,286,130,70,0,61,0,24,50,"Southeast Fairbanks Census Area, Alaska",204,91,105,148,103,78,65,38,13,66,13,17,35
"G0202610","2015-2019","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",4633,1509,1534,395,451,385,24,144,50,0,11,22,108,"Valdez-Cordova Census Area, Alaska",261,259,261,144,123,137,32,89,49,13,9,24,60
"G0202750","2015-2019","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",894,258,306,77,163,73,2,3,0,0,0,3,9,"Wrangell City and Borough, Alaska",117,60,70,30,67,67,5,5,9,9,9,4,8
"G0202820","2015-2019","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",306,108,112,55,21,4,4,0,0,0,0,1,1,"Yakutat City and Borough, Alaska",81,36,46,39,11,6,7,9,9,9,9,3,3
"G0202900","2015-2019","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",1935,613,782,305,101,22,9,34,1,9,4,37,18,"Yukon-Koyukuk Census Area, Alaska",127,65,127,71,24,9,7,21,3,8,4,15,13
"G0400010","2015-2019","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",17029,1062,3657,2350,1501,1156,345,2739,352,454,1166,1337,910,"Apache County, Arizona",553,158,403,303,198,210,108,286,130,99,151,153,133
"G0400030","2015-2019","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",44347,2506,8228,7850,7394,6492,1883,3431,793,954,2191,1667,958,"Cochise County, Arizona",1225,387,686,733,606,644,356,499,198,190,390,347,191
"G0400050","2015-2019","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",61906,3612,12678,13272,13514,6337,1638,3926,718,961,2096,1750,1404,"Coconino County, Arizona",1036,452,795,895,805,640,291,426,162,183,334,284,261
"G0400070","2015-2019","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",17268,1658,4070,3639,2225,1539,566,1196,277,111,433,596,958,"Gila County, Arizona",774,313,489,431,319,274,189,299,107,63,183,174,398
"G0400090","2015-2019","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",12328,829,2955,2448,1871,1095,330,419,21,148,779,1096,337,"Graham County, Arizona",538,236,310,289,285,207,117,123,32,88,154,263,138
"G0400110","2015-2019","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",3780,239,1306,722,573,207,128,136,34,93,201,61,80,"Greenlee County, Arizona",292,104,210,157,156,91,58,59,39,46,76,55,50
"G0400120","2015-2019","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",5911,561,2010,972,627,622,85,562,130,42,181,94,25,"La Paz County, Arizona",365,204,281,192,144,216,51,185,81,34,82,52,26
"G0400130","2015-2019","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",1897622,35117,147311,223238,282499,309257,153772,297937,65304,87447,161100,100863,33777,"Maricopa County, Arizona",6931,1521,3087,3277,4046,4818,2597,4335,2003,2201,3235,3004,1530
"G0400150","2015-2019","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",68044,3209,12985,14826,12892,7297,2765,4485,813,1004,2985,2780,2003,"Mohave County, Arizona",1395,473,1032,827,1021,694,448,620,225,328,465,425,382
"G0400170","2015-2019","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",30178,3096,6695,5238,3975,2289,850,2904,367,708,1509,1493,1054,"Navajo County, Arizona",743,417,550,446,419,280,155,385,116,179,287,224,166
"G0400190","2015-2019","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",418325,8252,36498,53492,67592,69249,33557,68073,13648,16976,30836,12360,7792,"Pima County, Arizona",3503,610,1540,1839,1886,1804,1561,2203,837,1081,1264,755,642
"G0400210","2015-2019","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",144677,5029,14224,14582,14878,12964,7015,18103,6943,8129,22800,15862,4148,"Pinal County, Arizona",2270,647,1106,1215,1045,1020,739,1160,670,944,1242,1213,487
"G0400230","2015-2019","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",16452,327,2039,3234,3302,2567,936,1169,187,99,762,1305,525,"Santa Cruz County, Arizona",744,134,348,513,444,410,305,345,124,68,214,338,228
"G0400250","2015-2019","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",79167,4176,11544,12469,12691,11012,4996,9574,1719,1526,3730,2846,2884,"Yavapai County, Arizona",1557,533,875,835,943,841,655,885,389,338,570,449,411
"G0400270","2015-2019","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",76189,3602,10374,14683,14137,11453,4308,8504,1247,2266,2156,1946,1513,"Yuma County, Arizona",1424,500,713,821,939,937,566,911,302,420,372,409,393
"G0500010","2015-2019","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",7593,1154,2052,1508,1016,458,213,522,96,49,252,159,114,"Arkansas County, Arkansas",317,179,268,232,186,102,63,127,50,37,99,58,63
"G0500030","2015-2019","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",7503,458,1857,1496,980,606,236,652,114,148,390,379,187,"Ashley County, Arkansas",435,154,378,279,214,125,75,156,103,106,128,161,129
"G0500050","2015-2019","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",15262,1110,3057,3561,2692,1997,644,1302,106,127,237,303,126,"Baxter County, Arkansas",675,256,461,421,360,275,205,244,60,69,112,111,55
"G0500070","2015-2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",123578,3992,14150,23807,23298,22387,9096,13333,2889,3203,4751,1646,1026,"Benton County, Arkansas",1224,452,853,990,1015,1001,698,914,374,399,538,284,193
"G0500090","2015-2019","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",15126,810,2670,3226,2651,1700,544,1697,111,416,609,307,385,"Boone County, Arkansas",659,226,345,433,368,368,170,332,54,160,226,117,140
"G0500110","2015-2019","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",3936,701,606,540,476,252,125,432,43,92,302,254,113,"Bradley County, Arkansas",245,206,143,158,136,91,83,128,40,62,83,112,86
"G0500130","2015-2019","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",2085,105,294,344,250,301,108,334,41,99,126,58,25,"Calhoun County, Arkansas",187,44,127,120,85,134,61,99,30,56,61,39,30
"G0500150","2015-2019","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",11029,738,1952,1711,2321,1408,339,952,131,65,578,523,311,"Carroll County, Arkansas",658,202,293,323,387,259,166,201,97,40,225,193,146
"G0500170","2015-2019","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",3210,398,699,429,416,285,134,292,74,143,192,115,33,"Chicot County, Arkansas",268,112,160,105,104,102,65,94,57,81,87,66,27
"G0500190","2015-2019","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",10173,365,2444,2268,1353,791,373,708,189,163,633,620,266,"Clark County, Arkansas",499,94,408,381,303,193,116,165,95,100,188,166,103
"G0500210","2015-2019","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",6130,700,1477,802,534,307,250,744,170,214,498,325,109,"Clay County, Arkansas",263,183,236,145,110,83,84,158,93,71,138,90,48
"G0500230","2015-2019","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",9472,511,1771,1997,1106,704,208,995,155,223,648,564,590,"Cleburne County, Arkansas",392,140,284,321,187,151,89,208,80,106,157,144,173
"G0500250","2015-2019","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",2938,168,213,256,323,317,156,594,81,137,274,283,136,"Cleveland County, Arkansas",196,69,92,84,102,88,65,132,47,57,92,104,65
"G0500270","2015-2019","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",8732,518,2028,1701,1678,1076,306,426,134,139,357,324,45,"Columbia County, Arkansas",479,158,319,306,315,202,113,148,75,92,148,123,37
"G0500290","2015-2019","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",8518,391,1306,1145,1070,829,531,1133,210,273,758,756,116,"Conway County, Arkansas",399,145,265,208,255,183,185,226,89,98,166,187,54
"G0500310","2015-2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",47330,1813,6463,11268,11567,7021,1576,3093,676,363,867,1755,868,"Craighead County, Arkansas",1167,325,615,910,723,640,300,394,235,122,216,384,338
"G0500330","2015-2019","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",25411,682,2057,3823,4136,6001,2164,3183,837,591,1120,481,336,"Crawford County, Arkansas",849,188,326,476,448,649,360,470,225,177,302,184,111
"G0500350","2015-2019","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",19538,1171,3671,2964,3237,1762,1036,2473,539,816,1239,421,209,"Crittenden County, Arkansas",603,203,371,318,401,263,175,330,141,216,204,124,82
"G0500370","2015-2019","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",7279,442,1363,1094,1095,809,203,500,168,181,448,727,249,"Cross County, Arkansas",372,116,203,215,208,212,80,151,100,77,132,168,119
"G0500390","2015-2019","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",2909,184,570,511,291,254,82,349,47,107,186,236,92,"Dallas County, Arkansas",180,88,139,170,104,112,60,129,32,64,72,107,48
"G0500410","2015-2019","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",4478,346,942,982,738,465,86,409,135,93,116,89,77,"Desha County, Arkansas",254,117,185,203,172,154,41,134,74,79,53,54,60
"G0500430","2015-2019","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",7623,427,1656,1378,1082,647,318,653,109,235,534,387,197,"Drew County, Arkansas",448,160,313,356,230,184,123,178,69,131,144,161,95
"G0500450","2015-2019","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",55994,2038,6847,10230,8766,5021,2115,5905,2028,2980,7099,2104,861,"Faulkner County, Arkansas",1131,363,595,942,834,588,396,603,384,419,643,354,238
"G0500470","2015-2019","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",6481,449,820,883,478,794,320,744,179,326,863,338,287,"Franklin County, Arkansas",455,187,241,207,164,254,115,196,77,120,207,129,124
"G0500490","2015-2019","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",3834,416,524,486,496,501,380,321,43,141,339,97,90,"Fulton County, Arkansas",312,117,120,134,177,190,158,122,31,88,145,53,61
"G0500510","2015-2019","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",38833,1469,5465,6990,8395,6002,1549,3837,506,414,1524,1733,949,"Garland County, Arkansas",981,305,509,610,785,716,384,519,159,140,370,372,227
"G0500530","2015-2019","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",7413,227,744,688,1126,600,275,1077,240,425,1219,622,170,"Grant County, Arkansas",388,112,239,181,210,143,100,204,104,120,238,167,117
"G0500550","2015-2019","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",17721,687,3103,3357,2359,2297,898,2184,597,535,1038,397,269,"Greene County, Arkansas",692,233,499,400,339,287,260,339,185,162,235,152,112
"G0500570","2015-2019","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",8817,236,1516,1559,1837,1092,376,874,117,165,674,250,121,"Hempstead County, Arkansas",435,115,334,317,261,244,131,227,84,83,161,112,66
"G0500590","2015-2019","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",12760,503,1620,1686,1211,1239,756,2431,480,517,1222,852,243,"Hot Spring County, Arkansas",557,134,271,348,282,236,223,381,178,183,247,233,114
"G0500610","2015-2019","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",5357,209,1214,979,830,581,122,563,78,139,368,200,74,"Howard County, Arkansas",284,81,238,216,210,166,71,169,53,73,118,95,57
"G0500630","2015-2019","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",15172,862,2901,3474,2741,1871,639,1192,115,319,443,357,258,"Independence County, Arkansas",534,212,334,436,394,352,170,271,60,120,164,131,117
"G0500650","2015-2019","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",4582,949,747,473,372,585,230,424,250,71,202,229,50,"Izard County, Arkansas",332,222,190,177,120,143,105,123,115,54,80,101,36
"G0500670","2015-2019","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",5259,680,1205,806,690,291,188,525,159,180,296,97,142,"Jackson County, Arkansas",388,209,225,174,143,89,81,114,68,89,75,42,65
"G0500690","2015-2019","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",24944,594,2644,5019,6940,3346,1271,1579,384,566,1420,1026,155,"Jefferson County, Arkansas",946,183,419,566,681,365,244,249,143,204,285,242,76
"G0500710","2015-2019","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",9770,652,1841,2171,1695,956,470,944,191,205,225,223,197,"Johnson County, Arkansas",449,170,288,355,313,174,132,173,99,61,74,85,92
"G0500730","2015-2019","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",2309,130,344,239,212,302,138,431,86,84,131,128,84,"Lafayette County, Arkansas",184,64,92,68,64,94,62,95,48,42,46,47,51
"G0500750","2015-2019","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",6275,552,1092,786,565,510,276,841,200,285,573,332,263,"Lawrence County, Arkansas",309,125,169,158,116,112,93,160,70,78,106,105,78
"G0500770","2015-2019","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",2683,252,603,250,267,316,216,408,66,72,63,99,71,"Lee County, Arkansas",251,88,163,75,80,121,106,146,44,64,44,64,43
"G0500790","2015-2019","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",3025,168,410,294,324,259,207,641,154,115,280,146,27,"Lincoln County, Arkansas",477,63,147,101,96,106,80,192,97,56,131,71,26
"G0500810","2015-2019","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",4750,191,733,622,353,348,258,814,220,227,606,271,107,"Little River County, Arkansas",329,82,170,173,104,100,128,202,86,98,160,118,59
"G0500830","2015-2019","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",8667,782,1581,1415,843,605,285,901,183,204,954,631,283,"Logan County, Arkansas",401,214,250,200,161,171,101,194,74,84,202,154,117
"G0500850","2015-2019","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",31614,1309,2114,3417,3833,3172,2296,5657,1781,1609,4558,1485,383,"Lonoke County, Arkansas",986,299,300,454,451,401,355,658,267,257,485,341,125
"G0500870","2015-2019","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",6176,211,479,455,470,554,345,911,276,333,1123,880,139,"Madison County, Arkansas",287,81,119,135,148,168,135,178,110,112,284,198,67
"G0500890","2015-2019","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",5298,377,887,589,699,572,357,972,232,86,310,156,61,"Marion County, Arkansas",320,102,171,139,159,190,146,207,103,58,99,50,48
"G0500910","2015-2019","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",16997,473,2491,3741,3583,2095,764,2075,224,252,704,364,231,"Miller County, Arkansas",756,168,368,394,497,353,241,285,103,136,211,125,133
"G0500930","2015-2019","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",16545,1169,3701,3024,2597,1628,559,1648,359,332,898,522,108,"Mississippi County, Arkansas",687,245,419,486,460,278,166,302,116,127,219,211,75
"G0500950","2015-2019","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",2831,320,582,355,149,351,109,179,61,141,300,259,25,"Monroe County, Arkansas",227,108,136,117,62,120,58,66,39,63,131,115,22
"G0500970","2015-2019","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",3085,233,361,303,426,418,91,298,51,93,317,313,181,"Montgomery County, Arkansas",220,82,117,89,131,112,52,93,41,48,106,110,96
"G0500990","2015-2019","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",3067,127,254,404,290,314,137,723,84,56,446,120,112,"Nevada County, Arkansas",338,92,124,187,121,116,104,214,59,47,173,71,63
